Date,Time,Temperature,Humidity,Light Intensity,Ground Temperature,Ground Humidity
2024-11-03,18:29,24.9,57.1,598,17.3,58.8
2024-11-03,18:24,25.8,64.7,571,0.0,57.7
2024-11-03,18:19,21.9,49.6,397,0.5,26.5
2024-11-03,18:14,27.6,54.3,342,4.9,32.7
2024-11-03,18:09,25.9,58.2,478,9.3,44.3
2024-11-03,18:04,27.2,42.2,201,18.6,37.3
2024-11-03,17:59,22.4,46.3,221,11.0,48.5
2024-11-03,17:54,22.8,69.2,485,19.0,22.5
2024-11-03,17:49,21.0,59.7,615,3.7,48.8
2024-11-03,17:44,27.7,57.5,569,3.4,48.5
2024-11-03,17:39,29.8,55.8,362,18.8,44.2
2024-11-03,17:34,28.6,56.8,615,1.3,59.4
2024-11-03,17:29,28.1,66.8,236,2.3,57.4
2024-11-03,17:24,20.3,43.9,505,15.3,58.9
2024-11-03,17:19,28.2,51.9,475,15.4,21.1
2024-11-03,17:14,29.4,57.7,665,15.7,50.0
2024-11-03,17:09,20.9,62.0,497,10.6,20.2
2024-11-03,17:04,20.7,67.6,682,6.0,49.2
2024-11-03,16:59,29.4,68.1,322,15.3,29.2
2024-11-03,16:54,29.4,61.0,440,17.6,53.3
2024-11-03,16:49,26.1,58.1,372,5.6,42.4
2024-11-03,16:44,23.9,69.0,642,1.2,38.9
2024-11-03,16:39,28.5,56.5,645,4.5,38.6
2024-11-03,16:34,22.3,56.0,246,19.3,42.2
2024-11-03,16:29,20.5,55.7,380,18.5,42.9
2024-11-03,16:24,26.4,46.6,564,17.7,55.6
2024-11-03,16:19,22.7,63.8,304,7.2,43.9
2024-11-03,16:14,24.2,58.5,543,6.5,35.4
2024-11-03,16:09,29.1,40.4,550,1.6,29.3
2024-11-03,16:04,20.3,44.2,450,6.4,56.1
2024-11-03,15:59,26.0,45.0,778,10.3,25.2
2024-11-03,15:54,23.6,68.4,335,17.3,39.0
2024-11-03,15:49,22.8,59.4,745,11.2,24.6
2024-11-03,15:44,21.8,40.5,231,11.3,56.3
2024-11-03,15:39,26.9,64.0,560,7.9,48.8
2024-11-03,15:34,27.3,44.0,224,9.0,53.6
2024-11-03,15:29,26.8,45.7,468,8.2,25.0
2024-11-03,15:24,24.4,68.3,792,18.4,22.6
2024-11-03,15:19,28.9,68.5,271,2.6,24.5
2024-11-03,15:14,24.8,62.0,272,0.9,58.4
2024-11-03,15:09,28.6,42.8,507,15.4,54.5
2024-11-03,15:04,29.4,52.4,377,11.2,46.9
2024-11-03,14:59,24.0,52.9,442,12.2,31.3
2024-11-03,14:54,20.8,56.6,507,12.9,47.6
2024-11-03,14:49,25.3,54.5,610,4.5,39.8
2024-11-03,14:44,29.5,64.7,222,19.6,33.2
2024-11-03,14:39,29.6,55.0,625,11.4,36.6
2024-11-03,14:34,26.6,57.2,785,11.5,58.9
2024-11-03,14:29,28.2,67.0,256,10.4,30.6
2024-11-03,14:24,26.5,54.4,207,7.1,30.1
2024-11-03,14:19,29.8,48.7,569,13.9,52.7
2024-11-03,14:14,26.9,45.2,215,18.8,39.3
2024-11-03,14:09,24.5,56.2,280,18.1,40.7
2024-11-03,14:04,26.0,56.8,662,15.3,25.9
2024-11-03,13:59,29.6,57.4,306,0.3,22.0
2024-11-03,13:54,20.7,61.6,628,17.3,29.6
2024-11-03,13:49,23.3,52.3,604,0.7,55.9
2024-11-03,13:44,22.8,46.3,629,9.6,46.3
2024-11-03,13:39,22.0,53.0,541,4.2,37.0
2024-11-03,13:34,29.1,68.1,481,0.7,26.6
2024-11-03,13:29,23.6,59.7,206,15.9,52.5
2024-11-03,13:24,24.7,51.0,291,2.3,38.5
2024-11-03,13:19,28.5,47.4,328,0.2,27.9
2024-11-03,13:14,23.0,58.7,561,19.0,27.7
2024-11-03,13:09,27.6,53.0,367,9.6,59.0
2024-11-03,13:04,23.3,63.1,331,13.3,37.0
2024-11-03,12:59,26.3,40.1,416,13.2,45.6
2024-11-03,12:54,24.3,58.0,679,0.6,43.3
2024-11-03,12:49,29.2,44.6,586,5.8,58.8
2024-11-03,12:44,29.9,42.3,215,0.2,21.0
2024-11-03,12:39,24.9,54.6,589,18.9,43.7
2024-11-03,12:34,27.8,55.8,490,18.6,37.8
2024-11-03,12:29,30.0,59.7,602,16.1,55.5
2024-11-03,12:24,23.9,44.2,633,10.8,43.5
2024-11-03,12:19,20.0,44.7,590,12.6,54.8
2024-11-03,12:14,22.1,44.8,386,12.2,30.7
2024-11-03,12:09,23.4,40.8,675,2.4,59.8
2024-11-03,12:04,28.1,69.4,445,5.3,57.7
2024-11-03,11:59,21.9,63.9,775,16.6,41.7
2024-11-03,11:54,21.4,53.8,358,13.4,58.2
2024-11-03,11:49,23.0,44.5,556,1.7,58.5
2024-11-03,11:44,21.5,68.6,774,18.5,46.2
2024-11-03,11:39,25.4,47.8,776,14.5,31.8
2024-11-03,11:34,24.8,67.6,797,15.1,58.7
2024-11-03,11:29,21.5,58.5,539,19.6,43.6
2024-11-03,11:24,22.3,53.5,781,17.2,32.9
2024-11-03,11:19,25.0,56.9,378,15.3,44.7
2024-11-03,11:14,24.1,65.9,460,2.5,44.4
2024-11-03,11:09,25.4,60.4,683,13.8,49.7
2024-11-03,11:04,21.9,52.3,346,16.0,34.6
2024-11-03,10:59,21.3,53.0,386,6.0,30.9
2024-11-03,10:54,28.7,58.3,356,7.9,30.4
2024-11-03,10:49,21.9,57.6,661,6.9,58.9
2024-11-03,10:44,23.6,51.7,373,11.6,37.4
2024-11-03,10:39,24.9,41.3,368,4.9,30.8
2024-11-03,10:34,22.1,67.6,207,17.3,23.0
2024-11-03,10:29,28.8,52.9,515,18.5,43.8
2024-11-03,10:24,23.4,65.6,578,8.7,55.6
2024-11-03,10:19,24.6,60.1,568,14.5,20.4
2024-11-03,10:14,26.6,59.4,377,19.4,49.8
2024-11-03,10:09,23.5,49.8,590,18.2,54.2
2024-11-03,10:04,28.7,52.4,720,9.7,52.2
2024-11-03,09:59,26.5,59.7,492,12.1,45.9
2024-11-03,09:54,21.5,69.5,494,14.8,40.6
2024-11-03,09:49,23.8,62.7,279,2.2,49.7
2024-11-03,09:44,27.9,60.9,286,14.1,45.9
2024-11-03,09:39,22.5,48.1,487,18.8,29.8
2024-11-03,09:34,21.5,49.3,417,19.7,54.8
2024-11-03,09:29,23.8,43.5,696,11.9,55.9
2024-11-03,09:24,24.7,41.2,319,18.1,31.6
2024-11-03,09:19,25.2,55.9,361,8.3,54.3
2024-11-03,09:14,27.5,42.4,548,12.1,25.0
2024-11-03,09:09,25.7,40.7,700,3.4,29.3
2024-11-03,09:04,23.1,57.6,384,0.3,39.7
2024-11-03,08:59,28.7,48.5,582,4.7,38.5
2024-11-03,08:54,20.9,68.6,628,0.4,21.8
2024-11-03,08:49,20.4,56.1,465,5.5,51.5
2024-11-03,08:44,29.6,69.5,658,1.4,34.1
2024-11-03,08:39,24.9,40.7,414,0.4,39.5
2024-11-03,08:34,29.6,61.8,426,3.4,21.8
2024-11-03,08:29,25.5,59.0,593,7.7,31.6
2024-11-03,08:24,27.2,50.5,239,19.9,32.8
2024-11-03,08:19,29.5,62.1,308,12.0,24.8
2024-11-03,08:14,20.9,41.0,529,18.5,52.7
2024-11-03,08:09,25.4,55.9,669,15.2,49.2
2024-11-03,08:04,28.1,51.1,515,11.9,53.3
2024-11-03,07:59,23.0,41.7,675,3.7,54.2
2024-11-03,07:54,20.1,59.7,497,9.2,29.7
2024-11-03,07:49,25.3,48.0,582,18.4,30.7
2024-11-03,07:44,30.0,45.2,203,2.2,30.8
2024-11-03,07:39,23.6,59.1,252,11.1,51.2
2024-11-03,07:34,27.6,47.7,734,10.3,48.2
2024-11-03,07:29,27.0,51.7,381,9.6,40.8
2024-11-03,07:24,22.5,62.2,525,9.4,22.9
2024-11-03,07:19,28.4,49.2,403,10.8,33.7
2024-11-03,07:14,27.1,41.7,512,17.4,49.5
2024-11-03,07:09,26.7,51.4,290,0.8,58.2
2024-11-03,07:04,29.1,66.2,728,18.2,54.4
2024-11-03,06:59,24.1,58.4,206,14.6,21.1
2024-11-03,06:54,28.1,47.0,278,3.1,56.4
2024-11-03,06:49,25.6,44.4,651,15.6,41.3
2024-11-03,06:44,21.0,55.2,556,3.6,24.9
2024-11-03,06:39,30.0,40.8,223,3.9,20.2
2024-11-03,06:34,29.0,56.7,296,7.8,44.3
2024-11-03,06:29,24.8,53.1,535,3.8,35.2
2024-11-03,06:24,27.1,56.9,436,3.0,42.4
2024-11-03,06:19,29.8,56.9,648,16.2,24.7
2024-11-03,06:14,21.2,40.5,215,6.9,58.2
2024-11-03,06:09,23.0,51.0,329,14.9,60.0
2024-11-03,06:04,28.1,57.8,351,7.8,23.9
2024-11-03,05:59,27.2,50.8,570,19.5,55.0
2024-11-03,05:54,28.9,58.8,554,6.3,30.3
2024-11-03,05:49,21.8,67.5,510,12.6,49.7
2024-11-03,05:44,21.7,49.7,351,7.1,45.8
2024-11-03,05:39,23.4,65.2,775,8.9,59.0
2024-11-03,05:34,26.3,63.3,569,5.6,50.9
2024-11-03,05:29,22.3,49.7,302,17.1,24.3
2024-11-03,05:24,29.1,66.2,726,6.1,32.9
2024-11-03,05:19,28.4,48.0,333,10.2,23.9
2024-11-03,05:14,24.3,44.2,794,6.8,54.7
2024-11-03,05:09,28.8,63.7,564,6.7,47.9
2024-11-03,05:04,28.6,49.1,404,12.5,27.4
2024-11-03,04:59,21.8,40.3,715,6.9,44.8
2024-11-03,04:54,29.4,60.3,393,11.8,28.9
2024-11-03,04:49,24.8,45.6,419,10.1,51.3
2024-11-03,04:44,26.9,55.5,634,9.2,22.7
2024-11-03,04:39,26.3,40.7,310,2.2,51.2
2024-11-03,04:34,29.4,69.9,546,0.0,52.0
2024-11-03,04:29,23.7,69.4,507,2.4,43.2
2024-11-03,04:24,22.5,67.5,355,11.4,41.5
2024-11-03,04:19,21.5,57.5,758,11.3,48.7
2024-11-03,04:14,26.4,66.1,572,10.6,29.6
2024-11-03,04:09,25.3,56.2,555,5.1,36.6
2024-11-03,04:04,26.0,67.5,494,19.3,46.2
2024-11-03,03:59,21.5,53.8,732,7.6,34.0
2024-11-03,03:54,25.7,45.7,467,2.2,26.0
2024-11-03,03:49,26.2,63.5,393,4.6,52.9
2024-11-03,03:44,27.2,60.2,432,2.3,43.3
2024-11-03,03:39,22.0,59.4,423,17.4,25.7
2024-11-03,03:34,25.8,54.7,705,3.2,53.9
2024-11-03,03:29,25.9,69.1,232,12.7,46.1
2024-11-03,03:24,25.1,54.6,222,16.2,22.2
2024-11-03,03:19,20.7,54.9,476,1.1,28.8
2024-11-03,03:14,27.2,64.8,500,19.5,22.4
2024-11-03,03:09,29.2,51.3,334,2.5,46.9
2024-11-03,03:04,27.1,42.9,438,15.6,53.8
2024-11-03,02:59,28.8,58.1,369,0.2,20.9
2024-11-03,02:54,24.3,43.9,507,19.5,28.4
2024-11-03,02:49,22.8,64.2,435,1.5,47.6
2024-11-03,02:44,21.2,50.8,725,1.4,52.3
2024-11-03,02:39,25.8,49.8,647,16.3,41.6
2024-11-03,02:34,21.8,56.1,364,15.0,36.7
2024-11-03,02:29,29.4,40.3,520,3.8,39.6
2024-11-03,02:24,21.0,65.8,502,15.7,58.9
2024-11-03,02:19,24.3,48.4,704,14.0,49.8
2024-11-03,02:14,23.3,47.6,464,17.2,52.8
2024-11-03,02:09,26.6,58.9,728,12.3,37.4
2024-11-03,02:04,28.3,59.7,279,10.7,47.2
2024-11-03,01:59,26.0,67.2,498,2.6,46.6
2024-11-03,01:54,21.0,42.2,307,2.6,49.2
2024-11-03,01:49,29.4,43.5,306,1.9,45.0
2024-11-03,01:44,26.0,68.6,395,12.1,29.0
2024-11-03,01:39,20.7,45.0,622,10.0,23.4
2024-11-03,01:34,27.0,47.2,494,5.7,56.7
2024-11-03,01:29,22.7,41.8,334,0.9,27.6
2024-11-03,01:24,29.5,41.5,214,5.0,29.9
2024-11-03,01:19,26.1,56.2,395,2.1,34.1
2024-11-03,01:14,26.2,43.9,314,12.7,54.0
2024-11-03,01:09,25.4,69.9,575,14.9,49.5
2024-11-03,01:04,22.8,57.5,373,11.1,39.0
2024-11-03,00:59,24.9,54.8,378,15.9,28.2
2024-11-03,00:54,25.0,49.6,333,4.5,30.2
2024-11-03,00:49,25.4,43.4,529,10.7,34.4
2024-11-03,00:44,27.7,64.7,434,16.6,57.8
2024-11-03,00:39,24.4,59.7,486,17.3,50.6
2024-11-03,00:34,20.9,50.0,764,16.8,49.5
2024-11-03,00:29,23.2,48.7,637,11.1,54.5
2024-11-03,00:24,24.6,59.7,396,16.6,38.0
2024-11-03,00:19,29.5,65.5,625,10.9,25.1
2024-11-03,00:14,22.5,66.6,553,13.2,47.6
2024-11-03,00:09,20.9,54.2,721,14.4,48.6
2024-11-03,00:04,24.0,50.3,507,15.6,46.2
2024-11-02,23:59,22.6,62.2,764,15.3,44.0
2024-11-02,23:54,25.4,55.1,562,7.1,25.8
2024-11-02,23:49,23.0,57.1,239,1.5,21.1
2024-11-02,23:44,24.5,56.0,766,14.1,42.5
2024-11-02,23:39,25.4,64.1,423,16.7,54.2
2024-11-02,23:34,24.3,40.3,266,3.8,43.9
2024-11-02,23:29,26.5,52.0,775,3.6,24.1
2024-11-02,23:24,29.4,46.8,745,8.5,39.5
2024-11-02,23:19,25.6,40.1,400,9.8,42.4
2024-11-02,23:14,25.4,44.1,360,18.4,25.5
2024-11-02,23:09,22.7,55.8,290,5.3,40.6
2024-11-02,23:04,22.7,62.3,389,3.5,55.1
2024-11-02,22:59,21.7,55.9,250,11.8,39.4
2024-11-02,22:54,22.2,70.0,475,15.8,28.2
2024-11-02,22:49,20.2,49.9,542,17.0,31.7
2024-11-02,22:44,24.1,45.7,649,2.7,23.0
2024-11-02,22:39,25.3,43.6,398,5.8,42.2
2024-11-02,22:34,24.7,42.3,602,12.0,23.2
2024-11-02,22:29,25.4,46.6,427,15.2,55.9
2024-11-02,22:24,26.3,64.5,421,7.0,42.4
2024-11-02,22:19,21.8,67.8,595,5.2,56.4
2024-11-02,22:14,20.7,41.7,387,2.5,32.5
2024-11-02,22:09,29.2,57.8,307,14.3,30.4
2024-11-02,22:04,29.5,41.5,756,14.6,26.9
2024-11-02,21:59,24.6,52.2,298,12.2,42.4
2024-11-02,21:54,27.8,59.9,547,1.9,50.0
2024-11-02,21:49,22.9,53.9,292,8.8,44.5
2024-11-02,21:44,20.9,45.4,567,12.7,26.7
2024-11-02,21:39,20.2,68.9,498,2.5,20.5
2024-11-02,21:34,21.0,66.5,735,4.3,48.2
2024-11-02,21:29,26.7,62.6,679,0.7,46.6
2024-11-02,21:24,30.0,56.6,693,15.5,25.4
2024-11-02,21:19,27.3,60.0,446,18.6,38.5
2024-11-02,21:14,25.1,50.4,609,13.6,28.0
2024-11-02,21:09,26.4,54.8,322,17.7,57.2
2024-11-02,21:04,29.0,44.8,743,19.8,23.6
2024-11-02,20:59,28.2,52.3,775,9.0,58.2
2024-11-02,20:54,25.3,57.2,405,17.6,22.4
2024-11-02,20:49,28.4,53.4,516,10.7,36.3
2024-11-02,20:44,26.3,41.9,468,13.0,25.4
2024-11-02,20:39,24.3,55.4,219,11.8,56.1
2024-11-02,20:34,21.0,53.3,638,19.8,26.5
2024-11-02,20:29,22.3,59.5,329,19.0,27.9
2024-11-02,20:24,25.3,44.4,721,6.2,31.2
2024-11-02,20:19,28.8,54.8,725,3.6,44.6
2024-11-02,20:14,22.4,65.7,252,4.1,40.8
2024-11-02,20:09,22.6,43.7,490,1.8,28.7
2024-11-02,20:04,28.6,43.0,381,4.0,58.3
2024-11-02,19:59,26.6,70.0,449,0.4,40.1
2024-11-02,19:54,26.7,56.8,513,9.8,28.6
2024-11-02,19:49,24.6,66.2,529,14.5,47.8
2024-11-02,19:44,27.3,69.6,321,13.3,39.6
2024-11-02,19:39,24.8,44.1,395,14.4,45.7
2024-11-02,19:34,28.6,67.4,750,9.7,37.3
2024-11-02,19:29,27.9,58.9,360,4.5,21.7
2024-11-02,19:24,21.4,52.4,220,12.2,54.0
2024-11-02,19:19,26.0,53.6,514,14.8,42.1
2024-11-02,19:14,25.2,50.2,349,9.1,23.2
2024-11-02,19:09,25.0,65.6,425,15.0,28.4
2024-11-02,19:04,20.6,48.0,224,14.6,51.8
2024-11-02,18:59,21.8,66.0,781,13.5,46.5
2024-11-02,18:54,28.7,42.1,539,16.7,48.3
2024-11-02,18:49,23.5,64.9,435,5.6,59.5
2024-11-02,18:44,25.9,57.9,661,1.2,48.7
2024-11-02,18:39,21.8,65.3,464,19.2,44.1
2024-11-02,18:34,24.1,55.3,515,15.0,28.1
2024-11-02,18:29,22.2,52.4,208,3.9,28.5
2024-11-02,18:24,22.9,63.3,563,1.6,28.4
2024-11-02,18:19,24.2,44.3,490,9.3,31.7
2024-11-02,18:14,25.5,41.1,336,1.9,55.5
2024-11-02,18:09,27.5,43.7,528,2.4,32.0
2024-11-02,18:04,28.8,58.3,437,19.4,46.1
2024-11-02,17:59,25.4,68.0,676,7.8,24.6
2024-11-02,17:54,26.3,69.2,662,2.8,21.1
2024-11-02,17:49,24.5,41.6,655,12.1,41.4
2024-11-02,17:44,25.2,47.5,598,5.7,52.0
2024-11-02,17:39,26.9,68.1,643,19.7,39.2
2024-11-02,17:34,26.0,68.9,781,3.2,28.1
2024-11-02,17:29,22.9,51.1,344,16.3,21.4
2024-11-02,17:24,26.0,44.1,692,18.7,46.3
2024-11-02,17:19,26.5,58.5,552,4.4,23.2
2024-11-02,17:14,21.0,53.3,382,10.5,49.0
2024-11-02,17:09,24.3,41.2,202,15.3,25.0
2024-11-02,17:04,24.8,49.0,258,15.3,29.4
2024-11-02,16:59,23.9,67.9,419,2.7,28.5
2024-11-02,16:54,20.5,55.8,463,3.9,26.9
2024-11-02,16:49,23.5,61.2,701,7.4,41.8
2024-11-02,16:44,23.8,58.1,247,12.5,50.7
2024-11-02,16:39,27.5,58.0,236,19.0,25.0
2024-11-02,16:34,23.7,65.1,379,12.8,42.9
2024-11-02,16:29,22.9,67.7,547,7.0,37.4
2024-11-02,16:24,24.5,44.2,560,4.0,22.1
2024-11-02,16:19,27.2,54.4,729,11.6,31.5
2024-11-02,16:14,26.0,50.5,695,15.6,57.3
2024-11-02,16:09,29.7,53.1,425,8.5,33.0
2024-11-02,16:04,25.4,66.9,386,7.5,59.3
2024-11-02,15:59,29.1,46.0,468,6.0,20.3
2024-11-02,15:54,25.7,64.9,562,2.2,49.9
2024-11-02,15:49,26.0,44.1,578,3.7,31.8
2024-11-02,15:44,25.0,56.1,510,15.6,32.3
2024-11-02,15:39,28.6,55.7,440,12.7,22.5
2024-11-02,15:34,24.7,62.8,523,17.6,43.2
2024-11-02,15:29,26.3,58.6,214,9.3,30.2
2024-11-02,15:24,23.6,69.2,726,16.7,21.5
2024-11-02,15:19,23.2,58.2,293,4.2,21.0
2024-11-02,15:14,27.1,58.4,770,5.8,28.4
2024-11-02,15:09,20.3,59.7,522,16.5,46.4
2024-11-02,15:04,25.6,67.0,447,10.9,55.7
2024-11-02,14:59,21.5,49.6,372,5.0,52.3
2024-11-02,14:54,26.5,40.8,331,1.4,58.5
2024-11-02,14:49,27.2,40.2,594,6.3,43.7
2024-11-02,14:44,27.6,54.8,415,11.4,26.2
2024-11-02,14:39,29.5,57.6,732,19.2,50.9
2024-11-02,14:34,22.3,50.2,312,10.7,55.4
2024-11-02,14:29,22.5,63.2,723,18.2,38.9
2024-11-02,14:24,28.1,61.9,516,3.5,32.9
2024-11-02,14:19,23.3,52.5,657,8.5,44.2
2024-11-02,14:14,24.7,48.2,474,19.1,35.0
2024-11-02,14:09,24.0,56.4,200,1.9,57.1
2024-11-02,14:04,24.6,62.7,617,5.8,37.6
2024-11-02,13:59,23.1,61.6,741,6.2,38.4
2024-11-02,13:54,21.5,61.6,689,13.4,52.9
2024-11-02,13:49,29.6,49.8,258,13.0,34.6
2024-11-02,13:44,25.9,42.8,360,15.5,32.7
2024-11-02,13:39,29.9,51.2,405,11.7,20.1
2024-11-02,13:34,25.4,68.4,709,18.3,56.8
2024-11-02,13:29,26.9,66.6,543,10.5,25.8
2024-11-02,13:24,28.7,65.0,550,0.1,33.5
2024-11-02,13:19,24.1,43.5,427,13.5,32.9
2024-11-02,13:14,29.3,56.7,676,0.3,46.1
2024-11-02,13:09,24.1,58.3,415,7.3,48.5
2024-11-02,13:04,21.9,51.3,207,0.8,24.6
2024-11-02,12:59,25.1,52.0,361,6.3,35.3
2024-11-02,12:54,28.1,61.8,716,7.9,27.2
2024-11-02,12:49,21.6,64.8,265,7.5,54.0
2024-11-02,12:44,28.6,67.1,781,0.2,31.4
2024-11-02,12:39,24.8,63.6,685,8.1,40.6
2024-11-02,12:34,28.2,48.1,309,0.4,44.2
2024-11-02,12:29,22.9,53.9,427,7.6,33.2
2024-11-02,12:24,21.4,50.9,352,11.7,32.2
2024-11-02,12:19,21.3,62.4,559,13.6,27.1
2024-11-02,12:14,21.1,44.1,415,0.2,20.5
2024-11-02,12:09,24.5,42.1,439,6.3,58.6
2024-11-02,12:04,27.3,51.2,747,1.2,34.2
2024-11-02,11:59,29.2,46.4,281,1.4,29.3
2024-11-02,11:54,28.2,60.0,457,17.1,45.9
2024-11-02,11:49,28.4,60.3,367,18.5,51.2
2024-11-02,11:44,22.4,52.0,560,13.0,26.8
2024-11-02,11:39,25.7,40.7,693,7.4,48.1
2024-11-02,11:34,22.6,48.4,520,9.7,31.2
2024-11-02,11:29,24.4,54.4,520,14.9,45.3
2024-11-02,11:24,29.1,52.6,393,19.9,44.6
2024-11-02,11:19,20.3,67.4,349,15.1,32.2
2024-11-02,11:14,20.4,55.0,732,11.0,48.7
2024-11-02,11:09,26.6,56.4,229,1.9,49.5
2024-11-02,11:04,20.9,63.9,650,4.0,25.9
2024-11-02,10:59,28.7,48.3,347,14.6,20.4
2024-11-02,10:54,22.0,55.2,594,18.5,55.4
2024-11-02,10:49,21.9,44.6,515,19.2,38.9
2024-11-02,10:44,24.8,61.0,359,0.8,39.0
2024-11-02,10:39,21.9,56.2,662,0.7,36.1
2024-11-02,10:34,27.3,57.7,608,10.4,55.3
2024-11-02,10:29,20.3,62.3,356,1.5,59.9
2024-11-02,10:24,26.1,56.9,714,19.3,49.5
2024-11-02,10:19,23.0,52.7,612,9.4,33.9
2024-11-02,10:14,21.8,65.0,497,19.8,39.9
2024-11-02,10:09,29.4,44.9,644,3.4,44.6
2024-11-02,10:04,21.6,64.9,500,1.6,44.8
2024-11-02,09:59,22.0,48.5,424,13.5,32.4
2024-11-02,09:54,29.5,40.4,275,16.9,56.9
2024-11-02,09:49,26.8,63.0,347,0.5,49.4
2024-11-02,09:44,27.4,42.5,468,9.5,44.9
2024-11-02,09:39,29.4,43.9,353,17.9,22.9
2024-11-02,09:34,22.1,63.1,726,3.8,57.7
2024-11-02,09:29,21.5,62.1,489,0.1,20.1
2024-11-02,09:24,23.2,60.6,302,18.5,20.1
2024-11-02,09:19,27.6,59.5,797,15.3,36.2
2024-11-02,09:14,20.9,47.8,361,10.4,35.7
2024-11-02,09:09,20.0,54.3,434,10.4,41.6
2024-11-02,09:04,25.9,59.6,252,10.1,26.8
2024-11-02,08:59,23.4,64.4,665,15.1,59.9
2024-11-02,08:54,22.8,51.4,395,4.7,41.1
2024-11-02,08:49,21.9,42.5,643,13.9,37.5
2024-11-02,08:44,23.1,45.0,489,17.2,40.1
2024-11-02,08:39,26.9,57.3,690,17.0,37.2
2024-11-02,08:34,29.5,55.9,459,9.0,58.8
2024-11-02,08:29,27.7,60.8,354,8.3,50.4
2024-11-02,08:24,21.3,43.8,456,8.1,46.0
2024-11-02,08:19,20.9,53.4,231,7.0,45.0
2024-11-02,08:14,25.7,46.7,504,17.9,32.5
2024-11-02,08:09,27.0,50.6,321,6.2,50.5
2024-11-02,08:04,20.9,51.4,255,19.6,28.0
2024-11-02,07:59,25.4,61.2,525,19.7,50.8
2024-11-02,07:54,26.9,60.1,574,3.7,48.2
2024-11-02,07:49,29.3,52.4,373,14.5,44.2
2024-11-02,07:44,22.7,49.4,778,2.8,55.6
2024-11-02,07:39,24.9,50.7,675,4.0,43.9
2024-11-02,07:34,28.4,68.7,638,3.8,50.0
2024-11-02,07:29,24.0,42.1,793,8.2,56.5
2024-11-02,07:24,21.0,52.9,550,13.2,53.2
2024-11-02,07:19,20.1,49.5,321,8.3,47.5
2024-11-02,07:14,21.3,65.5,613,1.5,28.6
2024-11-02,07:09,27.2,62.4,293,13.7,52.1
2024-11-02,07:04,21.6,50.8,245,11.4,43.9
2024-11-02,06:59,23.3,49.0,644,14.2,58.5
2024-11-02,06:54,26.5,63.4,307,3.1,33.0
2024-11-02,06:49,22.5,60.9,644,7.7,21.8
2024-11-02,06:44,26.6,49.7,703,10.3,44.3
2024-11-02,06:39,23.8,54.1,275,4.3,44.5
2024-11-02,06:34,22.3,52.2,409,5.5,39.9
2024-11-02,06:29,26.6,51.3,306,4.9,43.0
2024-11-02,06:24,27.5,46.2,767,19.5,44.6
2024-11-02,06:19,28.4,45.7,683,1.4,30.4
2024-11-02,06:14,28.2,46.3,629,19.5,53.9
2024-11-02,06:09,20.2,68.2,672,17.0,43.8
2024-11-02,06:04,27.2,66.4,501,7.1,47.0
2024-11-02,05:59,26.5,52.5,396,18.6,57.1
2024-11-02,05:54,20.7,41.6,259,3.8,59.0
2024-11-02,05:49,22.7,65.2,594,15.2,54.3
2024-11-02,05:44,25.6,49.6,367,15.9,36.9
2024-11-02,05:39,22.2,48.9,502,18.5,37.7
2024-11-02,05:34,28.2,59.5,755,8.7,52.1
2024-11-02,05:29,29.6,66.2,530,10.2,56.2
2024-11-02,05:24,21.1,65.0,585,16.6,48.8
2024-11-02,05:19,24.7,46.4,569,10.3,20.9
2024-11-02,05:14,24.5,51.5,399,7.3,56.2
2024-11-02,05:09,24.9,69.7,244,15.3,56.4
2024-11-02,05:04,24.6,45.8,794,0.2,30.3
2024-11-02,04:59,20.2,43.2,531,3.7,28.7
2024-11-02,04:54,20.0,45.3,480,16.9,30.4
2024-11-02,04:49,28.8,57.4,454,18.5,59.8
2024-11-02,04:44,25.8,65.9,628,10.3,28.9
2024-11-02,04:39,27.2,41.1,393,4.7,48.3
2024-11-02,04:34,22.1,55.6,784,7.0,56.7
2024-11-02,04:29,24.5,60.3,360,17.5,37.6
2024-11-02,04:24,21.0,64.0,551,17.6,21.2
2024-11-02,04:19,23.8,57.8,397,4.9,33.1
2024-11-02,04:14,24.0,47.4,480,11.4,58.4
2024-11-02,04:09,24.0,59.1,663,10.8,43.6
2024-11-02,04:04,27.6,47.7,354,1.9,34.0
2024-11-02,03:59,26.4,69.9,728,10.5,33.0
2024-11-02,03:54,21.5,57.9,503,4.8,52.6
2024-11-02,03:49,23.1,69.0,729,7.5,43.9
2024-11-02,03:44,27.6,64.2,421,19.3,24.7
2024-11-02,03:39,25.9,46.9,227,2.0,30.3
2024-11-02,03:34,23.9,52.2,556,2.9,41.3
2024-11-02,03:29,25.7,52.0,423,11.8,54.6
2024-11-02,03:24,26.1,67.2,448,16.8,49.5
2024-11-02,03:19,24.5,52.8,745,13.5,35.0
2024-11-02,03:14,23.7,63.3,349,7.8,47.5
2024-11-02,03:09,20.8,68.4,596,17.0,33.4
2024-11-02,03:04,26.8,60.6,292,17.1,45.7
2024-11-02,02:59,20.4,55.5,603,5.8,51.1
2024-11-02,02:54,21.2,58.2,621,5.9,57.0
2024-11-02,02:49,22.2,64.6,645,2.8,24.6
2024-11-02,02:44,23.7,46.7,635,16.3,50.6
2024-11-02,02:39,21.2,56.2,652,5.8,25.6
2024-11-02,02:34,20.2,66.3,543,11.7,55.1
2024-11-02,02:29,26.9,44.2,499,17.6,46.4
